price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,sqft_living15
670000,3,3.0,2980,3730,2.0,0,0,3,9,2005,0,98029,2710
319950,2,1.0,1240,5500,1.5,0,0,3,6,1921,0,98118,1520
550000,4,3.0,2360,6678,1.0,0,0,3,8,1949,0,98115,1640
250000,1,1.5,1180,1688,2.0,0,0,3,8,2007,0,98126,1380
1135000,6,4.25,6900,244716,2.0,0,0,4,9,2002,0,98077,4170
324950,3,1.0,1210,7440,1.0,0,0,3,7,1949,0,98155,1120
477000,3,1.0,960,3600,1.0,0,0,4,7,1906,0,98117,1580
531500,4,2.75,3110,49765,1.0,0,0,4,8,1958,1972,98010,1880
610000,6,2.5,3610,12033,2.0,0,0,3,8,1970,0,98011,2210
443000,3,1.75,1810,7950,1.0,0,0,4,7,1968,0,98008,1680
385000,3,1.75,2160,5863,1.5,0,0,4,7,1928,0,98144,1590
320000,2,1.0,1210,7040,1.0,0,0,3,7,1952,0,98155,1210
237000,3,2.0,1210,6634,1.0,0,0,4,7,1985,0,98031,1560
865000,4,2.5,2260,13600,1.0,0,0,4,8,1974,0,98040,2630
239900,4,1.75,1480,9523,1.0,0,0,3,7,1959,0,98030,1590
555000,2,1.5,1190,1361,2.0,0,0,3,8,2007,0,98122,1280
435000,4,2.5,2650,9065,2.0,0,0,3,7,2000,0,98019,2590
582000,3,1.75,1820,3140,2.0,0,0,5,8,1949,1990,98136,2030
450000,2,1.75,2130,6574,1.0,0,0,3,8,1946,0,98199,2130
502000,4,1.5,1700,8400,1.0,0,0,3,7,1953,0,98177,1750
430000,3,2.25,1470,1703,2.0,0,0,3,8,2005,0,98029,1380
277000,4,2.5,1850,5880,2.0,0,0,3,8,1998,0,98092,2370
467000,3,1.0,1220,8040,1.5,0,0,3,7,1965,0,98125,1360
530000,4,2.25,2240,8376,1.0,0,0,3,8,1984,0,98074,1890
490000,3,1.75,1720,12540,1.0,0,0,4,7,1956,0,98006,1440
499950,2,2.5,1320,1157,2.0,0,0,3,8,2014,0,98107,1550
515000,3,1.75,1600,20873,1.0,0,0,3,8,1955,0,98006,2640
280000,3,1.75,2630,6500,1.0,0,0,3,7,1958,0,98055,2520
618000,4,2.25,2470,7350,1.0,0,0,3,7,1978,0,98052,1970
405000,3,1.0,960,3960,1.0,0,0,3,7,1943,0,98199,1550
551000,5,3.75,3090,4943,2.0,0,0,3,10,2010,0,98058,3191
241450,3,1.0,1100,8138,1.0,0,0,3,7,1949,0,98155,1440
265000,3,2.5,1720,6271,2.0,0,0,3,7,1993,0,98038,1570
1650000,4,3.25,3920,881654,3.0,0,3,3,11,2002,0,98024,2970
720000,5,2.5,2900,9525,2.0,0,0,3,9,1989,0,98006,2910
450500,3,1.0,1410,9384,1.0,0,0,3,7,1948,0,98133,1990
325000,4,2.25,1920,11603,2.0,0,0,4,7,1967,0,98058,1840
475000,3,2.75,1890,3938,2.0,0,0,3,8,1999,0,98065,1890
713000,5,2.75,2580,9242,2.0,0,2,4,8,1967,0,98007,2240
320000,4,2.25,1550,7579,2.0,0,0,3,8,1993,0,98038,1630
365000,4,1.5,1820,12327,1.0,0,0,4,7,1955,0,98006,1450
380000,3,1.5,1520,4288,1.0,0,0,3,7,1949,0,98136,1660
569950,4,2.5,3230,5899,2.0,0,0,3,8,2012,0,98065,2720
630000,5,2.0,2330,6783,1.0,0,0,3,7,1956,0,98115,1930
349950,2,1.75,1640,4176,1.0,0,0,4,7,1948,0,98118,1460
344000,4,2.5,2400,4848,2.0,0,0,3,8,2004,0,98038,1980
473000,3,2.25,1620,12309,2.0,0,0,3,7,1987,0,98074,2030
365000,3,2.5,1780,1754,3.0,0,0,3,8,2007,0,98126,1780
510000,4,3.25,1980,9988,1.0,0,0,3,8,1980,0,98052,1980
530000,3,1.5,1950,1963,3.0,0,0,3,8,2002,0,98117,1590
107000,3,1.5,910,5120,1.0,0,0,3,6,1973,0,98106,1410
331000,2,1.0,1480,6210,1.0,0,0,3,7,1950,0,98133,1290
629800,3,2.5,2390,1984,2.0,0,0,3,8,2008,0,98027,2150
579000,2,1.75,1560,4500,1.0,0,0,3,8,2004,0,98053,1860
970000,4,3.25,2790,5420,1.0,0,3,3,9,1963,2013,98177,2530
460500,4,2.5,2170,7533,2.0,0,0,3,8,1991,0,98059,2170
370000,3,2.75,1750,9166,1.0,0,0,4,7,1979,0,98155,1810
567035,3,2.0,2064,46173,2.0,0,0,5,7,1903,0,98070,1640
220000,3,1.75,1460,7226,1.0,0,0,3,7,1993,0,98198,1760
795000,3,2.0,2420,17859,1.0,0,1,5,9,1979,0,98034,2955
400000,3,1.0,1410,9704,1.0,0,0,3,8,1983,0,98074,1910
470950,3,2.5,2560,16420,2.0,0,0,4,8,1989,0,98014,2120
220000,2,1.0,890,4804,1.0,0,0,4,7,1928,0,98133,1010
691500,4,2.5,2600,7200,2.0,0,0,3,7,1962,2002,98115,1790
526000,2,2.0,1550,2400,1.5,0,0,4,7,1900,0,98103,1180
300000,3,1.75,1700,8481,2.0,0,0,3,7,1993,0,98003,1830
605000,3,1.75,1930,5400,2.0,0,2,3,9,1978,0,98177,2100
700000,3,2.5,2530,623779,1.0,0,0,4,8,1980,0,98038,2120
1000000,3,1.0,1880,5450,1.5,0,0,4,8,1924,0,98112,2580
377500,3,2.0,1370,7200,1.0,0,0,3,7,1926,1955,98125,1300
674000,5,1.75,2110,5000,1.5,0,0,4,7,1946,0,98115,1720
599000,4,4.75,3700,11000,1.0,0,0,4,7,1962,0,98028,1720
680000,4,2.5,2700,37431,1.0,0,0,4,8,1978,0,98072,2290
580000,3,2.25,1670,7416,1.0,0,0,4,7,1974,0,98005,1710
390000,3,3.0,1490,2944,2.0,0,0,3,7,1993,0,98199,1590
262500,3,2.0,1130,7200,1.0,0,0,4,6,1944,0,98166,1270
765000,4,2.25,2620,17366,1.0,0,3,3,9,1984,0,98075,2620
296000,2,1.0,1370,8400,1.0,0,0,3,7,1948,0,98133,1330
515000,3,1.75,1580,9147,1.0,0,1,4,7,1967,0,98008,2600
267950,4,1.0,1730,7350,1.5,0,0,4,6,1970,0,98003,1440
291700,3,2.5,1970,4120,1.5,0,0,3,6,1927,0,98106,1470
338000,4,3.0,2090,7500,1.0,0,0,3,7,1986,0,98056,1810
359950,4,3.25,2290,4785,2.0,0,0,3,9,2007,0,98038,2290
3168750,5,3.5,4330,11979,1.0,0,4,3,12,2008,0,98004,4320
360000,6,2.75,2850,15240,1.0,0,0,3,7,1962,0,98106,2090
675000,3,2.5,2540,7680,2.0,0,1,4,9,1940,2001,98177,2490
530000,3,1.0,1370,4040,1.5,0,0,3,7,1906,0,98103,1220
219950,3,1.5,1070,6601,1.0,0,0,3,6,1985,0,98002,1030
598500,3,3.0,1560,2091,3.0,0,0,3,8,2006,0,98103,1530
470000,3,2.5,2150,8221,2.0,0,0,3,8,1992,0,98059,2490
290000,4,3.0,2390,4500,2.0,0,0,3,7,1974,0,98055,1320
861000,3,2.0,2520,3959,1.0,0,0,5,8,1931,0,98105,1660
369000,3,2.0,1550,8509,1.0,0,0,3,7,1959,0,98106,1840
925000,4,2.5,3300,101930,2.0,0,0,4,10,1991,0,98029,2880
295000,4,2.5,2290,4539,2.0,0,0,3,7,2001,0,98058,1710
385000,3,1.0,1020,5950,1.0,0,0,3,6,1950,0,98106,1800
390000,4,2.5,2560,43560,2.0,0,0,3,8,1989,0,98038,2130
629000,4,2.5,2660,22050,2.0,0,0,3,9,1996,0,98059,3060
1315000,4,3.5,3460,3997,2.0,0,0,3,10,2004,0,98103,1860
462500,3,2.25,2350,51400,1.0,0,0,3,7,1977,0,98077,2350
1530000,4,2.25,4250,16940,1.0,0,2,4,9,1974,0,98040,3460
535000,3,2.5,1970,6634,2.0,0,0,3,8,1989,0,98029,2090
448000,4,1.75,2560,8270,1.0,0,0,3,7,1979,0,98072,2320
525000,3,1.75,1600,6120,1.5,0,0,3,7,1924,0,98115,1670
1061604,4,3.0,2990,6695,2.0,0,0,3,10,2014,0,98075,2760
333000,5,1.75,1240,8936,1.0,0,0,3,7,1954,0,98006,1600
639900,3,2.5,2330,4160,2.0,0,0,4,8,1992,0,98052,2940
410000,3,2.25,1420,3750,2.0,0,0,3,7,1987,0,98116,1430
397500,4,2.5,2570,7859,2.0,0,0,3,8,1992,0,98038,2150
955000,3,2.25,3020,43560,2.0,0,0,3,10,1969,0,98005,3910
455000,2,2.0,1190,1303,2.0,0,0,3,8,2009,0,98107,1670
409500,3,1.0,1340,4120,1.0,0,0,4,7,1921,0,98103,1270
265000,3,2.25,1750,9298,1.0,0,0,4,7,1969,0,98058,1720
438600,1,1.0,720,2500,1.0,0,0,3,7,1910,0,98103,1520
310000,4,1.0,1740,11075,1.5,0,0,3,7,1965,0,98133,1580
300000,4,2.5,2450,8932,2.0,0,0,3,8,1990,0,98023,2410
175000,3,1.0,1030,8395,1.0,0,0,4,7,1960,0,98023,1370
205500,3,2.0,1330,8748,1.0,0,0,3,7,1986,0,98003,1510
375000,3,1.75,1430,10574,2.0,0,0,3,7,1981,0,98011,1900
355000,0,0.0,2460,8049,2.0,0,0,3,8,1990,0,98031,2520
250000,1,1.0,780,1033,1.0,0,0,3,7,1922,1985,98122,1040
455000,3,1.75,1760,11371,1.0,0,0,5,8,1959,0,98155,2220
819000,3,1.0,1300,3600,2.0,0,0,3,7,1900,0,98119,2510
199500,3,1.75,1690,8901,1.0,0,0,3,7,1986,0,98030,1690
862000,4,2.25,2220,4200,1.5,0,0,5,8,1932,0,98199,2020
400000,3,1.0,1240,4000,1.5,0,0,3,8,1928,2000,98106,1200
700000,3,3.5,3030,11550,2.0,0,2,3,8,1971,2011,98146,2340
672000,3,1.0,1220,8573,1.0,0,0,4,7,1954,0,98004,1390
575000,4,2.0,1650,5000,1.0,0,0,3,7,1955,0,98117,1690
615000,4,2.5,3010,6903,2.0,0,0,3,9,2001,0,98056,2860
2150000,3,2.75,3470,9610,3.0,1,4,3,11,1989,2000,98034,4130
397000,3,2.0,1710,134489,1.0,0,2,5,7,1952,0,98022,1700
869000,4,3.0,3740,30884,2.0,0,0,3,9,1988,0,98072,3240
355000,4,2.25,1810,4970,2.0,0,0,3,7,2003,0,98059,1810
575000,3,2.5,1590,2910,2.0,0,0,3,7,1984,0,98115,1590
346000,3,1.75,1590,9636,1.5,0,0,4,6,1953,0,98155,1800
530000,2,2.25,2080,11285,1.0,0,0,4,8,1954,0,98042,2590
449500,4,3.0,2580,7299,2.0,0,0,3,8,1998,0,98058,2250
435000,2,1.5,901,1245,3.0,0,0,3,7,2001,0,98115,1138
635000,4,2.5,2970,7961,1.0,0,0,3,8,1969,0,98125,1410
332500,3,2.25,1800,10500,2.0,0,0,3,7,1995,0,98038,1870
550000,5,2.75,3000,9473,1.0,0,0,3,8,1966,0,98052,2050
720000,3,2.5,2520,10012,2.0,0,0,3,10,1987,0,98074,2680
1085000,4,3.25,3740,12080,1.0,0,0,3,10,1988,0,98077,4210
418000,4,1.5,1220,10580,1.0,0,0,3,7,1965,0,98008,1350
495000,2,1.75,1280,4000,1.0,0,0,4,7,1929,0,98116,2250
1140000,4,2.25,3310,127631,2.0,0,0,5,9,1924,1956,98072,3830
734990,4,2.5,2650,6884,2.0,0,0,3,8,2012,0,98053,2520
980000,4,2.0,2190,4560,2.5,0,0,5,8,1910,0,98103,2190
737000,3,2.5,2300,7800,2.0,0,2,3,9,1997,0,98052,2300
364950,4,2.5,1930,6957,2.0,0,0,3,8,1995,0,98055,2090
890000,4,2.75,2610,4400,1.0,0,0,5,8,1920,0,98122,1770
466000,4,2.0,2240,4508,1.0,0,2,4,8,1926,0,98178,1930
225000,3,1.0,1120,8407,1.0,0,0,5,6,1987,0,98022,1250
420000,2,1.0,1000,5375,1.0,0,0,3,7,1953,0,98118,1380
215000,2,1.0,1010,6000,1.0,0,0,4,6,1944,0,98133,1610
270000,5,2.5,2140,10320,1.0,0,0,4,7,1967,0,98031,2050
778000,3,2.0,1840,6000,2.0,0,0,5,7,1946,0,98033,1390
650000,3,1.5,1380,4500,1.0,0,0,5,7,1960,0,98040,1590
325000,3,2.5,1830,7585,2.0,0,0,4,8,1995,0,98042,2070
550000,3,1.75,1940,8376,1.0,0,0,4,8,1963,0,98006,2400
291000,4,2.5,1580,6633,2.0,0,0,4,7,1984,0,98042,1590
437000,4,2.5,1890,8505,1.0,0,0,3,8,1980,0,98052,1720
255500,3,2.5,1770,5000,2.0,0,0,3,7,2009,0,98042,2230
875000,4,3.5,3790,6874,2.5,0,0,3,9,2010,0,98053,3370
450000,3,1.75,1720,6960,1.0,0,0,3,7,1978,0,98052,1720
725000,3,2.0,1550,12262,1.0,0,0,4,7,1964,0,98040,2900
386500,4,1.0,1400,3600,1.0,0,0,4,6,1901,0,98144,1690
985000,4,3.25,4030,36762,2.0,0,0,3,11,1988,0,98077,4090
419700,3,2.25,1450,1486,2.0,0,0,3,8,2006,0,98116,1370
165000,3,1.0,1150,19200,1.0,0,0,4,5,1908,0,98001,1290
408000,2,1.0,810,7440,1.0,0,0,5,6,1948,0,98133,830
340000,3,2.75,1720,28000,1.0,0,0,4,7,1958,0,98058,2000
962800,4,2.75,3630,11775,2.0,0,0,3,10,1999,0,98074,3800
557000,3,2.5,1630,1587,3.0,0,0,3,8,2004,0,98107,1500
775000,3,2.5,3820,35016,2.0,0,0,4,9,1987,0,98053,3010
520000,3,2.5,2460,54885,2.0,0,0,4,8,1980,0,98059,2770
385000,3,1.75,2310,11200,1.0,0,0,4,8,1978,0,98030,2350
1200000,4,2.0,2120,3360,2.0,0,0,3,9,1905,0,98112,2090
190000,1,0.75,930,29258,1.0,0,0,3,6,1941,0,98178,2000
1950000,4,2.5,3440,14554,2.0,1,4,3,8,2012,0,98155,3170
555000,4,2.5,2920,24074,2.0,0,0,3,9,1997,0,98038,2760
250000,3,2.25,1920,7738,1.0,0,0,3,8,1965,0,98148,2170
1824100,3,2.25,3330,20053,2.0,0,0,3,9,1968,1998,98004,2870
530000,3,2.0,2330,26571,2.5,0,0,3,8,1987,0,98005,2030
250000,3,1.0,1100,7470,1.0,0,0,4,5,1917,0,98065,1280
518000,4,2.5,2320,4000,1.5,0,0,5,8,1905,0,98122,1490
450000,3,1.0,1140,4500,1.0,0,0,3,6,1907,0,98144,1150
562500,4,2.5,2440,7322,2.0,0,0,3,9,1991,0,98056,2590
2160000,3,3.5,3080,6495,2.0,0,3,3,11,1996,2006,98199,4120
282000,3,2.5,1610,6000,2.0,0,0,4,7,1993,0,98038,1570
302282,2,1.0,1095,5120,1.5,0,0,3,7,1901,0,98122,1310
267000,3,2.5,1580,12250,2.0,0,0,3,8,1993,0,98198,1560
275000,4,2.0,1960,30480,1.0,0,2,4,7,1972,0,98022,1460
248000,3,1.0,1420,8800,1.0,0,0,4,6,1981,0,98030,1480
750000,4,2.25,3190,11597,2.0,0,0,3,10,1984,0,98074,2990
445000,2,1.0,910,7200,1.0,0,1,4,7,1936,0,98136,1700
550000,2,1.0,1270,43560,1.0,0,0,4,5,1908,0,98042,1870
545000,4,2.5,2040,7412,2.0,0,0,3,8,1988,0,98074,2050
549000,4,2.25,2740,88426,2.0,0,0,3,7,1991,0,98027,2740
185900,3,1.0,940,10890,1.0,0,0,4,5,1909,0,98001,1370
730000,5,1.75,2690,21357,1.0,0,0,4,7,1952,0,98004,2600
225000,3,2.0,1460,7740,1.0,0,0,3,7,1968,0,98003,1540
657500,3,2.0,2320,10960,1.0,0,0,3,7,1956,0,98005,2160
265000,3,1.0,1070,9000,1.0,0,0,4,7,1950,0,98198,1840
630000,4,1.75,2950,9025,1.0,0,2,4,8,1975,0,98034,2120
490000,3,2.25,1470,2500,2.0,0,0,3,8,1984,0,98117,1640
384900,5,2.5,3090,12750,1.0,0,0,3,8,1968,0,98023,1760
799990,3,2.5,2850,21780,2.0,0,0,3,10,1994,0,98053,3020
252500,3,2.0,1900,8002,1.0,0,0,3,7,1991,0,98023,1900
380000,3,1.0,920,3532,1.0,0,0,3,6,1910,0,98118,1250
245000,2,1.0,860,6120,1.0,0,0,3,7,1948,0,98155,1100
378000,4,2.5,1890,12236,1.0,0,0,3,7,1978,0,98045,1390
389000,2,1.0,850,3276,1.0,0,0,3,6,1910,0,98103,1460
343000,6,5.0,2732,7655,2.0,0,0,3,7,2009,0,98002,3078
742000,3,3.25,1540,704,3.0,0,0,3,9,2011,0,98122,1540
400000,4,2.0,2680,13680,2.0,0,2,4,7,1943,1965,98056,1430
625000,3,1.0,1800,4800,1.0,0,2,4,9,1927,0,98126,1400
630000,2,2.25,2550,5663,1.0,0,0,3,10,2011,0,98056,2560
299500,4,2.5,2010,12085,2.0,0,0,3,8,1986,0,98042,1910
229800,2,1.75,1110,1773,2.0,0,0,3,8,2014,0,98108,1420
395000,5,2.5,2820,6305,2.0,0,0,3,8,2003,0,98003,2610
225000,3,1.5,1370,9000,1.0,0,0,3,7,1962,0,98168,1400
310000,5,2.0,2730,7344,1.0,0,0,5,7,1962,0,98058,1730
330000,4,3.0,1920,12040,1.0,0,0,3,7,1962,0,98168,1530
280000,2,1.75,1610,158558,1.5,0,0,2,6,1948,0,98065,1800
415000,3,2.75,1770,3172,2.0,0,0,3,8,2009,0,98065,1760
752888,3,2.5,2420,9000,2.0,0,0,4,9,1987,0,98007,2630
300000,3,2.5,2020,6628,1.0,0,0,4,7,1963,0,98168,1540
200000,3,2.0,1170,10051,1.0,0,0,4,7,1957,0,98198,1440
406500,3,2.75,1840,68479,1.0,0,2,3,8,1989,0,98014,2060
468000,4,2.5,2100,8400,1.0,0,0,4,7,1976,0,98072,1980
1050000,4,3.25,3440,35021,2.0,0,0,3,10,1983,0,98033,3440
960000,3,2.5,1730,4102,3.0,1,4,3,8,1996,0,98074,2340
865000,4,2.0,2750,5527,2.0,0,0,3,8,1901,1987,98119,1290
395000,3,1.75,1400,8640,1.0,0,0,3,7,1962,0,98011,1630
470000,4,2.5,1990,30083,2.0,0,0,3,8,1998,0,98155,2220
517000,4,1.0,1180,13500,1.5,0,0,3,7,1950,0,98125,1580
1000000,3,2.25,2300,15952,1.0,0,0,4,8,1963,0,98039,2200
110000,2,1.0,828,4524,1.0,0,0,3,6,1968,2007,98001,828
405000,2,1.0,1020,8155,1.0,0,0,4,7,1948,0,98177,1430
249950,5,2.0,1730,7375,1.0,0,0,4,6,1944,0,98178,1550
410000,3,1.5,1750,32500,1.0,0,0,4,7,1966,0,98027,1820
385000,4,1.75,1660,10757,1.0,0,0,3,7,1980,0,98056,1880
349000,3,1.0,1010,8184,1.0,0,0,4,6,1947,0,98155,1010
540000,4,1.0,1360,5766,1.5,0,0,5,7,1951,0,98115,1500
657000,4,1.75,2740,8520,1.0,0,2,3,8,1954,0,98118,2740
250000,3,1.5,1072,4339,2.0,0,0,3,7,2009,0,98042,1443
350000,3,2.0,1440,5469,1.0,0,0,3,8,1988,0,98029,1980
352450,3,2.0,1430,6000,1.0,0,0,5,7,1945,0,98155,1630
375000,2,1.0,940,5120,1.0,0,0,3,7,1909,0,98122,1300
275000,2,1.75,930,7080,1.0,0,0,3,6,1923,2006,98106,1100
322500,3,2.0,1190,6445,1.0,0,0,3,7,1996,0,98056,1920
385100,3,1.0,1060,8040,1.0,0,0,4,6,1949,0,98125,1300
395000,3,1.5,1080,2940,1.5,0,0,4,7,1920,0,98115,1400
750000,4,2.5,2930,8641,2.0,0,0,3,8,2010,0,98034,2120
1085000,5,2.5,2340,6000,2.0,0,0,4,10,1922,0,98144,2350
597000,4,2.5,2370,41338,2.0,0,0,3,8,1995,0,98077,2340
2510000,3,3.25,5480,57990,2.0,1,4,3,11,1991,0,98166,2500
703300,3,2.0,1980,3525,1.5,0,0,4,8,1932,0,98117,1760
1185000,3,2.25,2760,40946,2.0,0,0,5,10,1978,0,98005,3030
698000,4,2.25,2200,11250,1.5,0,0,5,7,1920,0,98033,2320
340000,4,2.25,2060,8400,1.0,0,0,3,7,1960,0,98178,1990
750000,3,1.75,2770,15232,1.0,0,0,3,8,1976,0,98006,2340
1505000,4,3.5,3480,7232,2.0,0,0,3,9,1926,2010,98144,2380
615000,4,2.25,2360,15860,1.0,0,0,3,9,1977,0,98074,2650
320000,3,2.25,1580,6561,1.0,0,0,3,8,1981,0,98058,1710
290000,3,2.25,1620,7772,2.0,0,0,4,8,1988,0,98003,1710
374950,4,3.0,2540,8800,1.0,0,1,3,9,1977,0,98023,2540
1100000,5,2.75,2830,18050,1.0,0,0,5,7,1958,0,98040,2370
550000,3,1.0,1260,6000,1.0,0,3,3,7,1951,0,98146,2020
390000,4,3.0,2860,5724,1.0,0,0,3,7,1983,0,98108,2340
467000,3,2.5,3460,6590,2.0,0,0,3,7,2001,0,98056,2490
552250,4,2.5,2580,5823,2.0,0,0,3,8,2002,0,98065,2380
235000,4,1.5,2070,7245,1.0,0,0,4,7,1964,0,98001,1450
750000,4,2.25,2420,11120,1.0,0,2,4,8,1952,0,98146,2210
627000,4,2.25,1990,7712,1.0,0,0,3,8,1973,0,98027,1720
883000,4,2.5,3670,54450,2.0,0,0,3,10,1999,0,98074,2900
785000,3,3.0,1950,1983,3.0,0,0,3,9,2009,0,98004,2040
457000,2,1.75,2060,7192,1.0,0,0,3,7,1940,0,98125,1860
367500,2,2.0,1030,600,2.0,0,0,3,8,2004,0,98116,1120
625000,4,2.75,2290,21486,1.0,0,2,5,7,1963,0,98006,2540
402500,3,1.0,990,10752,1.5,0,0,4,7,1929,0,98133,1820
755000,3,2.75,2870,6600,2.0,0,2,3,8,1984,0,98008,2570
380000,2,1.0,1210,4800,1.0,0,0,3,8,1950,0,98108,1380
238000,3,1.5,1360,7488,1.0,0,0,4,7,1975,0,98001,1580
848000,3,2.75,2170,2738,1.5,0,0,4,9,1930,0,98109,1170
358000,3,1.5,2450,12497,1.0,0,0,4,7,1967,0,98065,1560
440000,4,3.5,3180,4869,2.0,0,0,3,8,2007,0,98055,2850
250000,2,1.0,800,5220,1.0,0,0,3,6,1943,0,98125,1910
2650000,4,3.5,4700,13730,2.0,0,3,3,11,1958,1995,98033,3210
495000,3,2.0,2660,192099,1.0,0,0,4,9,1964,0,98022,2570
660000,4,2.25,2010,15375,1.0,0,0,4,8,1957,0,98005,1930
755000,2,2.5,2170,6361,1.0,0,2,3,8,2009,0,98053,2310
600000,4,2.5,2090,7290,1.0,0,0,5,8,1966,0,98007,2110
461500,5,3.25,2820,3275,2.0,0,0,3,8,2006,0,98118,2610
275000,3,2.25,1640,6044,2.0,0,0,3,7,1996,0,98002,1600
195000,4,1.75,1320,7694,1.0,0,0,3,7,1928,1972,98148,1620
315000,3,2.5,1260,2767,2.0,0,0,3,8,1999,0,98059,1310
1280000,4,3.0,3260,4500,2.0,0,0,3,9,1930,2014,98109,2410
353000,4,2.75,2200,268329,1.0,0,0,3,7,1989,0,98092,2240
390000,4,2.5,2570,22215,2.0,0,0,5,7,1958,0,98059,2460
657500,4,2.75,4140,24190,2.0,0,0,3,11,2002,0,98092,3950
495000,5,1.0,1810,11205,1.5,0,2,3,7,1915,0,98178,1860
450000,2,2.0,1510,4908,1.0,0,0,3,8,2006,0,98053,1440
427000,3,2.5,1830,65340,1.0,0,0,3,8,1991,0,98045,2100
1040000,4,3.5,3900,8391,2.0,0,0,3,10,2006,0,98033,3820
700000,3,1.5,1460,78408,1.0,0,0,4,7,1963,0,98075,3320
894000,4,2.5,3800,22029,2.0,0,0,3,9,1993,0,98053,3170
770000,4,2.5,3210,14910,2.0,0,0,3,10,1995,0,98074,3280
412500,3,1.5,1490,8475,1.0,0,0,4,7,1963,0,98052,1490
899000,3,2.5,1950,3730,2.0,0,0,3,9,1996,0,98033,2080
555000,5,2.75,2810,13144,1.0,0,0,3,8,1964,0,98007,2480
400000,3,2.5,2970,23100,1.0,0,0,3,7,1967,0,98072,2390
330000,3,1.75,1430,8865,1.0,0,0,3,7,1950,0,98125,1250
700000,3,3.0,2090,7440,1.5,0,0,5,7,1922,0,98103,1570
500000,4,2.0,2280,7200,1.0,0,0,4,7,1956,0,98133,1100
385000,3,1.0,1420,10980,1.0,0,0,4,7,1954,0,98006,1630
840000,4,2.5,2170,9796,1.0,0,0,4,8,1980,0,98006,2350
230500,2,1.0,740,8853,1.0,0,0,3,6,1943,0,98166,850
563250,3,1.75,1370,2800,1.0,0,0,5,7,1982,0,98122,2270
523950,3,2.25,1420,1282,3.0,0,0,3,8,2006,0,98103,1530
227064,3,1.5,1570,10824,2.0,0,0,3,7,1908,0,98118,1530
616500,3,2.0,2080,4549,1.0,0,0,5,7,1954,0,98115,1620
670000,4,1.75,1930,9310,1.0,0,0,4,9,1968,0,98008,2110
210000,5,1.75,2340,9148,2.0,0,0,3,7,1957,0,98198,1390
335000,2,1.0,1410,7000,1.0,0,0,3,7,1968,0,98055,1540
151100,3,1.0,840,4495,1.0,0,0,3,6,1921,0,98146,1260
374950,4,2.5,2790,4650,2.0,0,0,3,8,2004,0,98038,2850
840000,3,2.0,2783,11177,2.0,0,0,3,8,1910,1999,98126,1730
640000,4,3.0,2940,5763,1.0,0,0,5,8,1955,0,98108,2020
335000,4,2.5,1830,4500,2.0,0,0,3,7,2004,0,98038,2080
210000,3,1.0,1020,6000,1.0,0,0,3,5,1900,0,98027,2070
452250,4,2.25,2550,10000,1.0,0,0,4,7,1979,0,98028,2440
162000,4,1.0,1460,16638,1.0,0,0,4,6,1975,0,98010,1460
968000,4,1.75,2630,9645,1.0,0,0,4,9,1963,0,98040,2690
252500,3,1.0,1030,6127,1.0,0,0,3,7,1947,0,98125,1610
265800,3,1.75,1460,7361,1.0,0,0,3,6,1982,0,98019,1460
300000,3,2.0,1451,7159,1.0,0,0,3,7,2010,0,98042,2303
398950,4,3.0,3000,10297,2.0,0,0,3,8,2003,0,98042,2520
865000,3,1.75,2090,4725,2.0,0,0,3,7,1947,2013,98199,1280
378000,4,2.5,2790,4650,2.0,0,0,3,8,2004,0,98038,2820
1150000,5,3.5,4350,6218,2.0,0,2,3,10,2007,0,98027,3260
1272000,4,2.75,3200,13729,2.0,0,0,3,11,1984,0,98005,4050
890000,5,3.25,4100,7578,2.0,0,2,3,10,2011,0,98075,3710
275000,3,1.75,1180,6260,1.0,0,0,4,8,1993,0,98038,1580
542500,5,3.5,2730,42500,1.0,0,0,3,8,1989,0,98027,3180
411000,1,1.0,1080,5000,1.5,0,0,3,7,1948,0,98199,1620
337500,3,1.0,1020,6000,1.5,0,0,3,7,1900,0,98108,1240
365000,3,2.25,1310,915,2.0,0,0,3,7,2007,0,98144,1500
416000,4,1.75,1980,7840,1.0,0,0,4,7,1961,0,98008,1520
230000,3,2.0,1450,11204,1.0,0,0,3,7,2003,0,98001,1520
290500,4,3.25,2510,7686,2.0,0,0,3,9,2003,0,98055,2510
367899,3,2.5,2420,4725,2.0,0,0,3,8,2014,0,98038,2370
700000,4,1.0,1300,1651359,1.0,0,3,4,6,1920,0,98022,2560
534000,5,1.75,2120,8625,1.0,0,0,3,7,1959,0,98008,1930
317000,3,1.5,1060,5750,1.0,0,0,2,7,1981,0,98126,1060
845000,3,1.75,1600,2538,2.0,0,0,3,7,1929,0,98102,1660
579000,4,2.75,3220,9825,2.0,0,0,3,8,2012,0,98059,2820
525126,5,2.25,1950,8025,1.0,0,2,3,7,1960,0,98008,1780
1001000,4,2.0,3100,8000,1.5,0,0,5,7,1939,0,98103,1650
250000,2,1.0,750,6350,1.0,0,0,3,5,1920,0,98103,920
565000,3,2.5,4040,8653,2.0,0,0,3,9,2006,0,98019,3360
700000,3,1.75,1500,6000,1.0,0,0,5,7,1940,0,98199,1700
316000,3,2.5,1490,4078,2.0,0,0,3,8,1998,0,98059,1310
557500,4,2.5,2390,38258,2.0,0,0,3,8,2001,0,98072,1960
